fault name,cube num,test relation PI,BDD Var num
n713gat,65,21,3
n731gat,65,21,3
n506gat,65,21,9
n514gat,100,21,9
n812gat,100,20,9
n811gat,100,20,9
n560gat,100,88,9
n650gat,35,20,20
n226gat,100,88,9
n227gat,100,88,9
n127gat,100,88,9
n128gat,100,88,9
n155gat,100,25,18
n137gat,23,19,18
n452gat,100,21,19
n326gat,100,25,21
n154gat,26,24,18
n253gat,57,27,17
n254gat,26,25,20
n380gat,100,22,21
n721gat,100,136,27
n902gat,10,16,12
n613gat,100,77,36
n164gat,100,78,41
n740gat,100,126,70
n290gat,100,77,77
n407gat,100,70,36
n406gat,37,70,26
n415gat,100,77,77
n2789gat_n652gat_A,52,29,29
n2852gat_n975gat_B,2,23,10
n651gat,51,29,29
n246gat,42,23,20
n372gat,100,32,32
n705gat,2,1,1
n822gat,2,1,1
n2838gat_n773gat_B,35,20,20
n722gat,100,141,10
n165gat,100,78,9
n830gat,2,41,1
n614gat,2,77,1
n803gat,100,20,9
n642gat,100,29,29
n561gat,100,90,9
n318gat,100,93,9
n551gat,100,89,49
n156gat,91,27,13
n182gat,100,45,45
n327gat,100,28,20
n470gat,100,22,21
n632gat,100,77,67
n524gat,100,77,67
n633gat,100,77,41
n750gat,17,13,7
n263gat,100,20,9
n264gat,100,20,9
n480gat,100,20,9
n173gat,100,21,9
n174gat,100,21,9
n911gat,100,21,9
n912gat,100,21,9
n345gat,65,21,3
n353gat,100,21,9
n444gat,3,4,4
n714gat,100,21,9
n732gat,65,21,3
n507gat,65,21,9
n804gat,65,20,3
n812gat,100,20,9
n813gat,100,20,9
n570gat,65,20,9
n227gat,100,88,9
n228gat,100,88,9
n129gat,100,88,9
n128gat,100,88,9
n155gat,100,25,18
n453gat,100,21,19
n462gat,100,23,21
n326gat,100,25,21
n219gat,100,40,40
n390gat,100,22,21
n381gat,100,22,21
n255gat,100,23,21
n254gat,25,25,20
n237gat,100,22,21
n147gat,100,22,21
n903gat,4,15,9
n164gat,100,78,41
n336gat,100,27,21
n282gat,100,78,41
n741gat,100,77,77
n417gat,10,70,8
n354gat,100,70,63
n516gat,100,70,56
n740gat,100,126,64
n290gat,100,77,77
n408gat,100,70,51
n407gat,100,70,66
n291gat,100,77,77
n930gat,68,39,12
n2669gat_n646gat_B,50,29,29
n2734gat_n797gat_B,4,21,13
n445gat,3,14,11
n652gat,51,29,29
n382gat,25,23,21
n247gat,41,25,19
n219gat,19,40,19
n705gat,2,1,1
n832gat,2,1,1
n822gat,2,1,1
n2838gat_n963gat_B,3,4,4
n2734gat_n959gat_B,3,4,4
n2672gat_n967gat_B,3,4,4
n2669gat_n557gat_A,34,20,20
n337gat,100,27,13
n724gat,100,126,10
n165gat,100,78,9
n283gat,100,78,9
n580gat,100,77,9
n760gat,100,29,29
n643gat,100,29,29
n931gat,100,41,8
n661gat,34,20,16
n553gat,100,89,9
n561gat,100,90,9
n318gat,100,93,9
n156gat,87,27,13
n463gat,100,23,21
n327gat,100,28,20
n256gat,100,25,20
n148gat,100,22,21
n517gat,100,70,40
n418gat,100,77,77
n634gat,100,77,77
n633gat,100,77,22
n751gat,17,13,7
n264gat,100,20,9
n265gat,100,20,9
n480gat,100,20,9
n481gat,100,20,9
n174gat,100,21,9
n175gat,100,21,9
n912gat,100,21,9
n913gat,100,21,9
n346gat,65,21,3
n373gat,19,20,20
n940gat,100,20,9
n714gat,100,21,9
n715gat,100,21,9
n733gat,100,21,9
n508gat,65,21,9
n805gat,65,20,3
n813gat,100,20,9
n571gat,65,20,9
n364gat,100,91,49
n228gat,100,88,9
n229gat,100,88,9
n129gat,100,88,9
n372gat,100,32,22
n139gat,39,22,20
n391gat,39,22,21
n255gat,100,23,21
n238gat,24,22,21
n147gat,100,22,21
n625gat,100,28,17
n823gat,100,75,43
n490gat,100,27,17
n904gat,4,15,9
n274gat,100,77,41
n706gat,100,77,36
n336gat,100,27,21
n282gat,100,78,41
n741gat,100,77,58
n841gat,100,44,21
n516gat,100,70,70
n526gat,100,77,77
n670gat,100,40,36
n292gat,100,77,77
n291gat,100,77,77
n409gat,37,70,26
n930gat,68,39,12
n396gat_n1499gat_A,10,30,17
n293gat,100,37,34
n743gat,100,40,36
n653gat,2,14,10
n329gat,24,21,19
n446gat,3,23,11
n832gat,2,1,1
n337gat,100,27,13
n842gat,100,44,9
n392gat,100,130,10
n724gat,100,126,10
n283gat,100,78,9
n275gat,100,77,9
n167gat,100,21,9
n491gat,100,27,9
n626gat,100,28,9
n707gat,2,77,1
n580gat,100,77,9
n680gat,100,74,9
n824gat,2,75,1
n644gat,100,29,29
n761gat,100,29,29
n931gat,100,41,10
n662gat,34,20,16
n553gat,100,89,9
n463gat,100,23,21
n256gat,100,25,20
n148gat,100,22,21
n527gat,10,70,25
n418gat,100,77,71
n634gat,100,77,76
n635gat,100,77,54
n752gat,17,13,7
n265gat,100,20,9
n266gat,100,20,9
n481gat,100,20,9
n482gat,100,20,9
n176gat,100,21,9
n175gat,100,21,9
n913gat,100,21,9
n914gat,100,21,9
n347gat,65,21,3
n950gat,100,20,9
n373gat,19,20,20
n940gat,100,20,9
n941gat,100,20,9
n715gat,100,21,9
n716gat,100,21,9
n733gat,100,21,9
n734gat,100,21,9
n509gat,100,21,9
n806gat,65,20,3
n590gat,65,20,3
n572gat,100,20,9
n365gat,100,88,9
n364gat,100,91,54
n851gat,100,36,36
n229gat,100,88,9
n248gat,74,21,19
n247gat,100,25,20
n383gat,100,23,21
n625gat,100,28,17
n905gat,4,16,9
n725gat,100,102,47
n823gat,100,75,45
n617gat,100,23,17
n490gat,100,27,17
n274gat,100,77,41
n706gat,100,77,36
n815gat,100,74,45
n860gat,100,77,50
n833gat,100,77,36
n671gat,10,34,13
n841gat,100,44,21
n455gat,100,77,77
n194gat,100,37,36
n374gat,100,126,85
n670gat,100,40,22
n356gat,100,77,76
n419gat,100,70,49
n2778gat_n377gat_B,4,19,13
n2672gat_n969gat_B,3,23,11
n293gat,100,37,35
n743gat,100,40,36
n564gat,100,61,47
n294gat,100,49,38
n186gat,7,17,14
n771gat,2,14,10
n447gat,2,14,10
n645gat,52,29,29
n249gat,21,21,19
n870gat,3,20,11
n375gat,100,27,27
n933gat,100,9,9
n2669gat_n648gat_B,3,4,4
n2775gat_n794gat_B,35,20,20
n842gat,100,44,9
n726gat,100,134,10
n392gat,100,130,10
n258gat,100,20,9
n275gat,100,77,9
n906gat,100,21,9
n167gat,100,21,9
n861gat,100,77,9
n618gat,100,23,9
n491gat,100,27,9
n626gat,100,28,9
n834gat,2,77,1
n707gat,2,77,1
n816gat,100,74,9
n680gat,100,74,9
n824gat,2,75,1
n762gat,100,29,29
n366gat,100,91,9
n663gat,33,20,16
n384gat,100,23,21
n528gat,100,70,24
n635gat,100,77,72
n753gat,33,13,7
n267gat,100,20,9
n266gat,100,20,9
n482gat,100,20,9
n483gat,100,20,9
n168gat,65,21,3
n176gat,100,21,9
n177gat,100,21,9
n915gat,100,21,9
n914gat,100,21,9
n348gat,100,21,9
n950gat,100,20,9
n951gat,100,20,9
n942gat,100,20,9
n941gat,100,20,9
n716gat,100,21,9
n717gat,100,21,9
n734gat,100,21,9
n735gat,100,21,9
n509gat,100,21,9
n807gat,65,20,3
n591gat,100,20,9
n690gat,65,20,3
n572gat,100,20,9
n573gat,100,20,9
n960gat,34,20,20
n780gat,65,88,3
n555gat,35,20,20
n654gat,34,20,20
n851gat,100,36,36
n852gat,100,36,36
n383gat,100,23,21
n725gat,100,102,27
n617gat,100,23,17
n393gat,100,120,27
n815gat,100,74,45
n159gat,100,33,26
n860gat,100,77,50
n833gat,100,77,36
n455gat,100,77,77
n195gat,20,12,12
n519gat,100,70,53
n374gat,100,126,100
n672gat,100,81,33
n356gat,100,77,77
n419gat,100,70,42
n2775gat_n867gat_B,3,14,11
n294gat,100,49,42
n286gat,100,61,39
n637gat,100,42,38
n295gat,23,17,15
n961gat,3,14,11
n646gat,52,29,29
n763gat,52,29,29
n448gat,2,21,10
n772gat,2,23,10
n196gat,2,12,9
n682gat,2,1,1
n933gat,100,9,9
n2775gat_n868gat_A,3,4,4
n2778gat_n649gat_A,34,20,20
n1079gat_n889gat_B,100,23,18
n726gat,100,134,10
n394gat,100,134,10
n475gat,100,20,9
n258gat,100,20,9
n906gat,100,21,9
n861gat,100,77,9
n618gat,100,23,9
n834gat,2,77,1
n493gat,100,21,9
n709gat,100,21,9
n816gat,100,74,9
n664gat,33,20,16
n366gat,100,91,9
n384gat,100,23,21
n564gat,100,61,40
n673gat,100,90,43
n925gat,4,4,4
n186gat,84,17,17
n745gat,33,13,2
n753gat,33,13,7
n754gat,33,13,7
n259gat,65,20,3
n267gat,100,20,9
n268gat,100,20,9
n484gat,100,20,9
n483gat,100,20,9
n169gat,65,21,3
n177gat,100,21,9
n907gat,65,21,3
n915gat,100,21,9
n916gat,100,21,9
n348gat,100,21,9
n349gat,100,21,9
n655gat,3,4,4
n951gat,100,20,9
n952gat,100,20,9
n439gat,3,4,4
n790gat,3,4,4
n934gat,65,20,9
n942gat,100,20,9
n943gat,100,20,9
n718gat,100,21,9
n717gat,100,21,9
n735gat,100,21,9
n736gat,100,21,9
n808gat,100,20,9
n591gat,100,20,9
n592gat,100,20,9
n691gat,100,20,9
n573gat,100,20,9
n574gat,100,20,9
n556gat,33,20,20
n781gat,65,88,3
n852gat,100,36,36
n457gat,100,23,21
n970gat,100,22,20
n871gat,100,21,20
n375gat,100,27,22
n880gat,100,24,18
n393gat,100,120,27
n583gat,100,78,28
n159gat,100,33,26
n358gat,100,70,67
n672gat,100,81,38
n2792gat_n869gat_B,3,21,11
n827gat,4,12,12
n179gat,100,45,28
n296gat,100,27,27
n637gat,100,42,40
n287gat,100,61,28
n377gat,4,19,13
n386gat,25,27,18
n971gat,2,22,10
n197gat,100,37,34
n836gat,2,1,1
n818gat,2,1,1
n881gat,2,1,1
n682gat,2,1,1
n394gat,100,134,10
n475gat,100,20,9
n944gat,100,20,9
n728gat,100,21,9
n493gat,100,21,9
n709gat,100,21,9
n584gat,100,78,9
n368gat,38,20,16
n673gat,100,90,42
n188gat,100,60,51
n286gat,100,61,36
n638gat,33,13,2
n754gat,33,13,7
n755gat,33,13,7
n268gat,100,20,9
n476gat,65,20,3
n484gat,100,20,9
n485gat,100,20,9
n908gat,65,21,3
n916gat,100,21,9
n349gat,100,21,9
n962gat,3,4,4
n953gat,100,20,9
n952gat,100,20,9
n647gat,3,4,4
n935gat,65,20,9
n943gat,100,20,9
n718gat,100,21,9
n719gat,100,21,9
n737gat,100,21,9
n736gat,100,21,9
n494gat,65,21,3
n808gat,100,20,9
n809gat,100,20,9
n592gat,100,20,9
n593gat,100,20,9
n691gat,100,20,9
n692gat,100,20,9
n574gat,100,20,9
n575gat,100,20,9
n656gat,33,20,20
n773gat,37,20,20
n782gat,65,88,3
n557gat,35,20,20
n449gat,37,20,20
n791gat,34,20,20
n764gat,36,20,20
n665gat,100,20,9
n872gat,100,20,19
n458gat,100,23,21
n566gat,100,81,46
n980gat,100,23,18
n845gat,100,53,32
n890gat,100,23,18
n683gat,100,78,45
n583gat,100,78,45
n278gat,100,78,39
n926gat,100,77,77
n359gat,19,70,16
n179gat,100,45,33
n188gat,100,60,43
n288gat,100,61,47
n287gat,100,61,47
n765gat,50,29,29
n386gat,24,27,18
n459gat,34,23,21
n297gat,100,37,34
n836gat,2,1,1
n828gat,2,1,1
n818gat,2,1,1
n881gat,2,1,1
n567gat,100,9,9
n827gat,17,12,12
n279gat,100,78,9
n846gat,100,53,9
n396gat,100,47,24
n944gat,100,20,9
n728gat,100,21,9
n684gat,2,78,1
n584gat,100,78,9
n855gat,100,37,37
n558gat,34,20,16
n369gat,34,20,16
n657gat,100,90,41
n639gat,100,77,67
n189gat,100,42,41
n648gat,3,4,4
n755gat,33,13,7
n756gat,33,13,7
n477gat,65,20,3
n485gat,100,20,9
n909gat,65,21,3
n963gat,3,4,4
n945gat,65,20,3
n953gat,100,20,9
n954gat,100,20,9
n792gat,3,4,4
n936gat,65,20,9
n719gat,100,21,9
n729gat,65,21,3
n737gat,100,21,9
n738gat,100,21,9
n495gat,65,21,3
n809gat,100,20,9
n593gat,100,20,9
n594gat,100,20,9
n692gat,100,20,9
n693gat,100,20,9
n576gat,100,20,9
n575gat,100,20,9
n783gat,65,88,3
n774gat,35,20,20
n666gat,100,20,9
n378gat,84,19,18
n387gat,100,29,18
n972gat,100,23,21
n468gat,38,22,21
n882gat,100,82,42
n566gat,100,81,46
n918gat,100,54,32
n845gat,100,53,32
n981gat,100,23,19
n873gat,100,77,47
n683gat,100,78,45
n891gat,10,15,13
n864gat,100,79,50
n837gat,100,77,36
n278gat,100,78,39
n819gat,100,44,21
n926gat,100,77,76
n990gat,18,34,13
n189gat,100,42,39
n964gat,2,14,10
n766gat,52,29,29
n297gat,100,37,34
n828gat,2,1,1
n567gat,100,9,9
n748gat,65,7,7
n279gat,100,78,9
n919gat,100,54,9
n846gat,100,53,9
n396gat,100,47,24
n865gat,100,79,9
n838gat,2,77,1
n883gat,2,82,1
n684gat,2,78,1
n586gat,100,20,9
n289gat,100,61,47
n855gat,100,37,36
n667gat,100,20,9
n657gat,100,90,42
n775gat,100,92,44
n388gat,100,32,13
n639gat,100,77,68
n739gat,2,3,3
n288gat,100,61,56
n757gat,33,13,7
n756gat,33,13,7
n478gat,65,20,3
n946gat,65,20,3
n954gat,100,20,9
n856gat,19,20,20
n937gat,65,20,9
n738gat,100,21,9
n496gat,65,21,3
n595gat,100,20,9
n594gat,100,20,9
n693gat,100,20,9
n694gat,100,20,9
n568gat,65,20,9
n576gat,100,20,9
n577gat,100,20,9
n793gat,36,20,20
n784gat,100,88,9
n874gat,100,88,9
n559gat,100,90,39
n649gat,34,20,20
n982gat,100,62,29
n387gat,100,29,18
n973gat,88,20,18
n469gat,100,22,21
n882gat,100,82,44
n918gat,100,54,32
n873gat,100,77,47
n892gat,10,15,12
n397gat,100,27,17
n864gat,100,79,41
n837gat,100,77,36
n991gat,3,16,10
n819gat,100,44,21
n829gat,100,41,17
n199gat,32,12,12
n289gat,100,61,45
n767gat,3,14,11
n974gat,2,20,10
n748gat,65,7,7
n2789gat_n966gat_A,3,4,4
n919gat,100,54,9
n398gat,100,53,9
n865gat,100,79,9
n838gat,2,77,1
n883gat,2,82,1
n586gat,100,20,9
n686gat,100,20,9
n659gat,100,90,9
n667gat,100,20,9
n775gat,100,92,45
n388gat,99,32,13
n929gat,66,36,5
n848gat,4,4,4
n749gat,17,13,7
n757gat,33,13,7
n758gat,33,13,7
n479gat,65,20,3
n947gat,65,20,3
n856gat,19,20,20
n938gat,100,20,9
n497gat,65,21,3
n587gat,65,20,3
n595gat,100,20,9
n596gat,100,20,9
n695gat,100,20,9
n694gat,100,20,9
n569gat,65,20,9
n577gat,100,20,9
n794gat,37,20,20
n965gat,33,20,20
n784gat,100,88,9
n785gat,100,88,9
n559gat,100,90,44
n299gat,5,24,2
n875gat,100,74,41
n397gat,100,27,17
n983gat,100,77,47
n956gat,100,73,41
n992gat,100,23,18
n893gat,10,15,13
n829gat,100,41,17
n867gat,3,14,11
n975gat,2,23,10
n398gat,100,53,9
n957gat,100,73,9
n686gat,100,20,9
n759gat,100,29,29
n777gat,100,92,9
n659gat,100,90,9
n929gat,66,36,5
n849gat,5,5,5
n758gat,33,13,7
n768gat,3,4,4
n948gat,65,20,3
n966gat,3,4,4
n938gat,100,20,9
n939gat,100,20,9
n498gat,100,21,9
n588gat,65,20,3
n596gat,100,20,9
n687gat,65,20,3
n695gat,100,20,9
n696gat,100,20,9
n795gat,35,20,20
n785gat,100,88,9
n786gat,100,88,9
n876gat,100,62,44
n875gat,100,74,41
n993gat,100,23,17
n984gat,100,23,19
n983gat,100,77,46
n956gat,100,73,41
n885gat,100,23,18
n579gat,100,77,45
n894gat,100,23,21
n740gat_II1278_A,100,61,47
n2789gat_n968gat_A,3,22,11
n769gat,50,29,29
n877gat,100,62,29
n796gat,4,22,13
n697gat,2,1,1
n957gat,100,73,9
n777gat,100,92,9
n868gat,3,4,4
n949gat,100,20,9
n967gat,3,4,4
n939gat,100,20,9
n498gat,100,21,9
n499gat,100,21,9
n589gat,65,20,3
n688gat,65,20,3
n696gat,100,20,9
n786gat,100,88,9
n787gat,100,88,9
n994gat,100,24,18
n886gat,100,23,18
n895gat,10,15,13
n985gat,100,76,38
n579gat,100,77,45
n679gat,100,74,37
n976gat,10,34,12
n894gat,100,23,21
n887gat,100,62,20
n869gat,3,21,11
n968gat,3,22,11
n797gat,4,21,13
n697gat,2,1,1
n779gat,100,88,9
n959gat,3,4,4
n949gat,100,20,9
n499gat,100,21,9
n689gat,65,20,3
n788gat,100,88,9
n787gat,100,88,9
n878gat,100,22,20
n995gat,100,23,18
n698gat,100,74,36
n896gat,10,15,13
n986gat,100,23,19
n985gat,100,76,38
n679gat,100,74,37
n977gat,10,34,13
n969gat,3,23,11
n699gat,2,74,1
n779gat,100,88,9
n788gat,100,88,9
n789gat,100,88,9
n996gat,100,62,20
n698gat,100,74,36
n987gat,100,23,18
n888gat,100,23,22
n897gat,100,23,21
n879gat,100,24,22
n978gat,100,34,24
n699gat,2,74,1
n789gat,100,88,9
n889gat,100,23,18
n997gat,100,23,18
n988gat,100,23,18
n979gat,100,34,28
n888gat,100,23,22
n898gat,100,23,21
n897gat,100,23,20
n879gat,100,24,22
n978gat,100,34,24
n989gat,100,24,18
n998gat,100,23,18
n899gat,10,15,12
n898gat,100,23,21
n1002gat_n1001gat_B,24,15,13
n999gat,10,15,12
n1111gat_n1100gat_B,100,24,22
n1120gat_n1200gat_A,4,15,10
n1002gat_n1031gat_A,100,20,20
n270gat_n1606gat_stem_B,2,9,2
n1020gat_n1014gat_C,65,20,3
n1123gat_n1200gat_B,18,15,12
n1021gat_n1015gat_B,65,20,3
n1210gat_n1203gat_C,33,34,3
n1211gat_n1204gat_A,33,34,3
n2401gat_n2210gat_A,6,20,16
n1007gat_n1012gat_A,23,16,13
n2011gat_n1422gat_A,100,62,42
n1410gat_n1420gat_A,100,62,42
n1210gat_n1204gat_C,33,34,3
n1211gat_n1205gat_A,33,34,3
n1123gat_n1212gat_A,16,15,12
n1022gat_n1015gat_C,65,20,3
n1023gat_n1016gat_A,65,20,3
n1020gat_n1017gat_C,65,20,3
n1021gat_n1017gat_B,65,20,3
n1206gat_n1202gat_A,33,34,3
n130gat_n123gat_A,65,88,8
n1403gat_n1400gat_B,54,17,17
n1111gat_n1090gat_A,100,23,21
n1220gat_n1214gat_C,17,13,3
n1022gat_n1016gat_C,65,20,3
n1023gat_n1017gat_A,65,20,3
n1233gat_n1230gat_A,65,20,3
n1206gat_n1203gat_A,33,34,3
n130gat_n124gat_A,65,88,8
n2402gat_n2211gat_B,35,20,20
n2151gat_n2210gat_B,31,20,20
n2401gat_n2150gat_A,6,20,17
n1111gat_n1091gat_A,100,23,21
n1034gat_n1212gat_B,4,15,10
n151gat_n140gat_A,48,23,19
n1150gat_n1151gat_B,100,62,29
n1221gat_n1215gat_B,17,13,3
n1018gat_n1014gat_A,65,20,3
n1060gat_n1053gat_A,65,20,3
n1207gat_n1202gat_B,33,34,3
n125gat_n121gat_A,65,88,8
n2134gat_n2130gat_A,11,16,16
n2402gat_n2213gat_A,6,20,17
n140gat_n240gat_B,29,21,20
n1123gat_n1251gat_A,17,15,12
n182gat_n110gat_A,100,27,21
n1601gat_n2421gat_A,100,62,34
n2401gat_n2331gat_B,9,20,16
n2011gat_n1426gat_A,100,62,36
n1018gat_n1015gat_A,65,20,3
n1060gat_n1054gat_A,65,20,3
n125gat_n122gat_A,65,88,8
n1007gat_n1323gat_A,27,15,13
n1150gat_n1152gat_B,100,23,19
n1111gat_n1092gat_B,100,23,21
n1111gat_n1093gat_A,100,23,22
n1007gat_n1260gat_A,22,15,13
n1442gat_n1321gat_A,100,62,26
n1310gat_n2163gat_B,92,28,28
n1222gat_n1215gat_C,17,13,3
n1223gat_n1216gat_A,17,13,3
n1220gat_n1217gat_C,17,13,3
n1221gat_n1217gat_B,17,13,3
n1019gat_n1014gat_B,65,20,3
n1234gat_n1231gat_B,65,20,3
n1055gat_n1051gat_A,65,20,3
n1208gat_n1202gat_C,33,34,3
n1207gat_n1204gat_B,33,34,3
n230gat_n223gat_C,65,88,3
n231gat_n224gat_A,65,88,3
n126gat_n121gat_B,65,88,8
n2414gat_n2410gat_A,9,56,3
n1590gat_n1101gat_A,100,62,21
n2151gat_n2213gat_B,11,20,17
n1006gat_n1261gat_B,21,15,13
n1123gat_n1243gat_B,18,15,12
n1123gat_n1244gat_A,18,15,12
n2011gat_n1481gat_B,100,62,36
n1444gat_n1320gat_A,100,62,21
n2720gat_n13gat_A,6,17,14
n2217gat_n2220gat_B,100,62,46
n2290gat_n2220gat_A,100,62,54
n2162gat_n1421gat_A,100,62,31
n2162gat_n1420gat_B,100,62,31
n411gat_n414gat_A,100,77,77
n1222gat_n1216gat_C,17,13,3
n1223gat_n1217gat_A,17,13,3
n1236gat_n1230gat_B,65,20,3
n1055gat_n1052gat_A,65,20,3
n1209gat_n1203gat_B,33,34,3
n230gat_n224gat_C,65,88,3
n231gat_n225gat_A,65,88,3
n2414gat_n2411gat_A,9,56,3
n1293gat_n1101gat_B,100,62,25
n1112gat_n1094gat_A,100,23,22
n1007gat_n1324gat_B,22,15,13
n1006gat_n1262gat_B,22,15,13
n1123gat_n1254gat_A,21,15,12
n1123gat_n1253gat_B,20,15,12
n1071gat_n1251gat_B,4,15,10
n182gat_n212gat_A,40,32,24
n1590gat_n1102gat_B,100,62,21
n2016gat_n2009gat_A,100,29,28
n2016gat_n2017gat_B,44,20,19
n1530gat_n1423gat_B,100,62,42
n2152gat_n1801gat_A,37,30,19
n2402gat_n2215gat_C,11,21,17
n2151gat_n2215gat_B,21,21,17
n253gat_n140gat_B,100,23,20
n1604gat_n1402gat_C,100,36,25
n1218gat_n1214gat_A,17,13,3
n1019gat_n1016gat_B,65,20,3
n1056gat_n1051gat_B,65,20,3
n226gat_n222gat_A,65,88,3
n127gat_n121gat_C,65,88,8
n126gat_n123gat_B,65,88,8
n1601gat_n2423gat_B,100,20,9
n2415gat_n2410gat_B,9,56,3
n241gat_n242gat_B,100,21,20
n1006gat_n1264gat_A,20,15,13
n1007gat_n1326gat_A,24,15,13
n1111gat_n1095gat_B,100,34,32
n1007gat_n1173gat_A,100,30,27
n2016gat_n2018gat_A,5,33,12
n1123gat_n1255gat_A,18,16,12
n1590gat_n1103gat_B,100,62,21
n1603gat_stem_n887gat_A,100,62,26
n155gat_n141gat_A,23,20,19
n140gat_n237gat_A,25,22,21
n2162gat_n1423gat_A,100,62,32
n2162gat_n1422gat_B,100,62,33
n1218gat_n1215gat_A,17,13,3
n1237gat_n1230gat_C,65,20,3
n1238gat_n1231gat_A,65,20,3
n1235gat_n1232gat_C,65,20,3
n1236gat_n1232gat_B,65,20,3
n510gat_n505gat_B,65,21,9
n1208gat_n1205gat_C,33,34,3
n1209gat_n1205gat_B,33,34,3
n226gat_n223gat_A,65,88,3
n128gat_n122gat_B,65,88,8
n1603gat_n1162gat_B,100,62,26
n2193gat_n2211gat_A,6,20,16
n2405gat_n2350gat_A,6,20,18
n253gat_n141gat_B,75,20,19
n1403gat_n1533gat_B,100,31,29
n1297gat_n1100gat_A,100,24,18
n1025gat_n1173gat_B,4,30,9
n1134gat_n1244gat_B,4,15,10
n2081gat_n1415gat_A,100,62,32
n1530gat_n1308gat_B,100,62,36
n1700gat_n1604gat_D,2,71,5
n2212gat_n1660gat_C,13,39,30
n82gat_n12gat_B,2,11,10
n1704gat_n2421gat_B,100,62,36
n1590gat_n1104gat_B,100,62,21
n330gat_n246gat_A,38,23,20
n2214gat_n2218gat_A,100,62,50
n1410gat_n1347gat_B,100,62,36
n2217gat_n2223gat_B,100,62,49
n1590gat_n1401gat_B,100,79,48
n155gat_n140gat_C,45,23,19
n1219gat_n1214gat_B,17,13,3
n1237gat_n1231gat_C,65,20,3
n1238gat_n1232gat_A,65,20,3
n1057gat_n1051gat_C,65,20,3
n1056gat_n1053gat_B,65,20,3
n111gat_n653gat_B,25,14,14
n227gat_n222gat_B,65,88,3
n2416gat_n2410gat_C,9,56,3
n2415gat_n2412gat_B,9,56,3
n2610gat_n2603gat_C,9,61,3
n2611gat_n2604gat_A,9,61,3
n1603gat_stem_n996gat_A,100,62,26
n1147gat_n1305gat_A,100,62,25
n233gat_n234gat_B,23,19,18
n144gat_n142gat_C,100,23,21
n255gat_n240gat_A,100,21,20
n241gat_n324gat_C,100,22,21
n1006gat_n1175gat_B,25,15,13
n1007gat_n1174gat_B,22,15,13
n1112gat_n1096gat_B,100,34,33
n1240gat_n1095gat_A,18,34,13
n1180gat_n1182gat_A,13,13,13
n1427gat_n1600gat_B,100,36,29
n406gat_n410gat_D,10,70,16
n411gat_n354gat_A,100,70,51
n1281gat_n1243gat_A,4,15,10
n1044gat_n1254gat_B,4,15,10
n2215gat_n2352gat_B,9,20,16
n1297gat_n1102gat_A,100,62,25
n1079gat_n1104gat_A,100,62,25
n326gat_n142gat_B,22,23,21
n2720gat_n70gat_B,5,16,13
n92gat_n22gat_A,100,37,35
n1380gat_n1621gat_B,3,12,5
n1380gat_n1622gat_A,100,81,49
n17gat_n15gat_B,100,37,35
n2081gat_n1416gat_A,100,62,34
n2081gat_n1308gat_A,100,62,32
n2354gat_n2223gat_A,100,62,50
n1530gat_n1354gat_B,100,62,35
n1702gat_n1604gat_C,2,71,5
n2212gat_n1734gat_B,10,30,15
n2442gat_n1721gat_A,11,15,14
n740gat_n521gat_A,28,77,26
n522gat_n523gat_A,100,77,70
n263gat_n260gat_A,65,20,3
n50gat_n44gat_C,65,20,9
n1233gat_n1229gat_A,65,20,3
n1058gat_n1052gat_B,65,20,3
n511gat_n505gat_C,65,21,9
n510gat_n507gat_B,65,21,9
n111gat_n771gat_B,24,14,14
n111gat_n447gat_B,26,14,14
n1224gat_n1327gat_B,65,34,2
n129gat_n122gat_C,65,88,8
n127gat_n124gat_C,65,88,8
n128gat_n124gat_B,65,88,8
n2417gat_n2411gat_B,9,56,3
n2610gat_n2604gat_C,9,61,3
n2611gat_n2605gat_A,9,61,3
n1442gat_n1443gat_A,100,62,26
n1067gat_n1304gat_B,100,62,25
n1590gat_n1304gat_A,100,62,21
n2185gat_n2130gat_B,6,16,16
n110gat_n377gat_A,86,19,19
n334gat_n250gat_C,79,21,19
n111gat_n448gat_A,100,21,21
n144gat_n145gat_A,100,22,20
n326gat_n143gat_A,100,22,20
n111gat_n772gat_A,100,23,23
n254gat_n242gat_A,25,21,20
n1507gat_n1531gat_A,100,31,28
n1111gat_n1099gat_A,100,23,21
n1007gat_n1257gat_A,23,15,13
n1006gat_n1375gat_A,22,15,13
n1111gat_n1089gat_B,25,16,14
n1006gat_n1176gat_B,100,30,27
n1608gat_n1411gat_B,100,62,30
n1614gat_n1605gat_A,10,30,19
n2214gat_n2219gat_B,100,62,38
n2162gat_n1417gat_A,100,62,33
n1700gat_n1690gat_A,2,15,5
n2283gat_n1521gat_A,19,30,19
n1444gat_n1325gat_A,100,62,21
n1635gat_n1800gat_A,6,10,10
n1310gat_n1593gat_B,2,6,6
n1319gat_n1621gat_A,3,12,5
n1448gat_n1501gat_A,3,111,5
n2621gat_n2531gat_C,100,46,28
n1584gat_n1401gat_A,100,79,42
n2437gat_n2330gat_A,39,22,22
n1393gat_n1402gat_B,100,36,26
n1602gat_n1760gat_B,94,31,20
n374gat_n411gat_A,100,77,71
n415gat_n414gat_B,100,77,77
n414gat_n632gat_A,37,77,16
n1219gat_n1216gat_B,17,13,3
n51gat_n45gat_B,65,20,9
n173gat_n170gat_B,65,21,3
n714gat_n710gat_A,65,21,3
